danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.679,0.61,7.0,-10.936,0.0,0.0305,0.585,9.51e-05,0.156,0.554,123.978
0.286,0.0847,2.0,-9.883,1.0,0.0397,0.934,6.94e-06,0.121,0.112,70.743
0.395,0.309,1.0,-8.919,1.0,0.033,0.637,2.17e-05,0.0931,0.0673,142.012
0.687,0.288,2.0,-10.415,1.0,0.045,0.863,0.0,0.0986,0.308,110.927
0.53,0.593,5.0,-7.286,1.0,0.0545,0.385,0.0,0.314,0.538,125.723
0.471,0.335,4.0,-8.767,0.0,0.0273,0.593,2.11e-05,0.297,0.111,145.252
0.508,0.378,7.0,-7.158,1.0,0.0473,0.516,0.0,0.119,0.161,144.962
0.456,0.379,1.0,-8.573,1.0,0.0685,0.63,3.1e-06,0.0983,0.225,149.967
0.333,0.538,4.0,-8.653,1.0,0.0325,0.557,0.0,0.0977,0.63,149.377
0.317,0.545,11.0,-6.439,0.0,0.0469,0.039,0.0,0.116,0.14,139.014
0.495,0.333,4.0,-10.109,0.0,0.0288,0.737,0.0,0.112,0.37,99.757
0.674,0.595,4.0,-5.18,1.0,0.0365,0.358,0.0,0.146,0.207,81.045
0.412,0.382,2.0,-7.023,0.0,0.0497,0.59,0.0,0.0931,0.318,81.493
0.351,0.355,5.0,-8.772,1.0,0.0286,0.874,6.29e-06,0.0997,0.17,77.248
0.614,0.526,5.0,-7.492,1.0,0.0603,0.468,0.0,0.0939,0.366,177.913
0.601,0.264,2.0,-9.559,1.0,0.0573,0.401,4.86e-05,0.173,0.285,149.926
0.685,0.57,10.0,-5.485,1.0,0.0303,0.624,9.85e-05,0.125,0.438,110.512
0.508,0.404,10.0,-11.092,1.0,0.0788,0.664,0.0,0.104,0.129,81.713
0.534,0.441,11.0,-7.071,1.0,0.0362,0.525,0.0,0.258,0.113,140.137
0.523,0.302,2.0,-8.868,1.0,0.035,0.848,0.0,0.127,0.172,130.47
0.626,0.453,7.0,-9.295,1.0,0.0306,0.816,1.91e-06,0.0904,0.494,129.958
0.567,0.468,7.0,-9.63,0.0,0.107,0.721,7.05e-06,0.13,0.238,139.922
0.488,0.103,1.0,-12.009,1.0,0.0522,0.933,0.0,0.107,0.326,120.141
0.495,0.351,1.0,-11.966,1.0,0.0626,0.53,0.0,0.104,0.237,83.365
0.579,0.454,9.0,-7.264,1.0,0.0427,0.465,0.0,0.0997,0.461,78.949
0.516,0.323,2.0,-9.688,1.0,0.0716,0.489,4.82e-06,0.189,0.386,159.861
0.298,0.295,2.0,-8.789,1.0,0.0318,0.869,0.0,0.111,0.199,171.361
0.689,0.143,6.0,-17.374,1.0,0.264,0.97,0.0,0.109,0.528,85.398
0.371,0.339,8.0,-10.639,0.0,0.0688,0.837,0.0,0.337,0.339,171.543
0.515,0.323,6.0,-11.05,1.0,0.0429,0.318,0.0,0.106,0.188,147.972
0.636,0.527,10.0,-7.472,1.0,0.0414,0.771,1.3e-06,0.126,0.222,127.999
0.569,0.422,0.0,-5.856,1.0,0.0302,0.0296,0.0,0.0613,0.175,76.96
0.449,0.39,2.0,-8.263,1.0,0.0363,0.256,0.0,0.147,0.123,130.11
0.495,0.322,11.0,-12.277,1.0,0.181,0.834,0.0,0.105,0.17,78.677
0.624,0.64,7.0,-7.735,1.0,0.0806,0.0529,2.8e-05,0.119,0.592,88.942
0.547,0.703,1.0,-6.287,1.0,0.0278,0.0776,1.81e-06,0.1,0.385,75.009
0.518,0.318,6.0,-11.727,1.0,0.0749,0.875,4.21e-06,0.13,0.227,77.594
0.62,0.468,0.0,-7.492,1.0,0.04,0.619,0.0,0.322,0.646,149.855
0.493,0.461,2.0,-8.524,1.0,0.0456,0.845,0.0,0.115,0.35,51.414
0.402,0.151,4.0,-14.227,0.0,0.0395,0.907,0.0,0.0941,0.483,144.293
0.598,0.426,5.0,-7.659,1.0,0.0354,0.553,0.0,0.318,0.292,119.922
0.513,0.419,2.0,-6.344,1.0,0.0306,0.703,0.0,0.0969,0.25,83.761
0.497,0.278,2.0,-9.959,1.0,0.0464,0.792,0.0,0.308,0.237,104.84
0.531,0.401,7.0,-8.384,1.0,0.0302,0.466,0.0,0.0923,0.208,106.178
0.365,0.257,3.0,-9.979,1.0,0.0504,0.89,0.0,0.12,0.412,172.171
0.455,0.471,3.0,-9.767,1.0,0.0579,0.078,0.0,0.108,0.342,88.398
0.577,0.379,10.0,-9.774,1.0,0.0423,0.862,0.0,0.128,0.613,79.766
0.628,0.298,11.0,-9.539,1.0,0.0713,0.732,0.0,0.116,0.166,63.762
0.63,0.423,2.0,-7.705,1.0,0.0318,0.507,2.24e-06,0.219,0.319,90.019
0.435,0.481,1.0,-8.787,1.0,0.0327,0.871,0.0,0.136,0.38,77.398
0.855,0.254,7.0,-13.551,1.0,0.0664,0.837,2.44e-05,0.527,0.378,118.006
0.454,0.419,7.0,-9.184,1.0,0.0352,0.179,0.0,0.132,0.224,76.925
0.626,0.43,8.0,-9.704,1.0,0.0741,0.149,1.01e-05,0.194,0.174,149.859
0.638,0.564,9.0,-5.876,1.0,0.0374,0.123,2.97e-06,0.0811,0.109,96.08
0.581,0.504,4.0,-6.843,1.0,0.107,0.372,0.0,0.109,0.367,174.094
0.529,0.174,9.0,-13.751,1.0,0.0373,0.845,0.0,0.0567,0.311,136.112
0.58,0.303,0.0,-8.601,1.0,0.0514,0.848,0.0,0.102,0.322,135.408
0.618,0.428,7.0,-8.5,0.0,0.038,0.592,0.0,0.192,0.359,142.021
0.497,0.293,2.0,-7.562,1.0,0.0287,0.871,0.0,0.0862,0.264,138.727
0.457,0.123,6.0,-17.508,1.0,0.0375,0.926,0.0,0.172,0.206,167.772
0.611,0.582,8.0,-6.181,0.0,0.0642,0.192,0.0,0.114,0.274,89.971
0.628,0.524,1.0,-7.668,1.0,0.0347,0.103,0.00387,0.111,0.373,118.044
0.499,0.43,8.0,-8.932,1.0,0.0731,0.713,0.0,0.15,0.4,161.875
0.651,0.119,8.0,-16.58,1.0,0.04,0.976,0.0,0.163,0.376,97.061
0.484,0.346,2.0,-10.441,1.0,0.0371,0.603,0.000181,0.204,0.0974,79.972
0.463,0.411,11.0,-8.25,1.0,0.0414,0.679,0.0,0.0453,0.163,147.3
0.492,0.227,2.0,-10.679,1.0,0.0277,0.772,6.57e-05,0.106,0.229,137.697
0.374,0.45,11.0,-8.185,1.0,0.0807,0.0927,0.0,0.337,0.306,182.117
0.453,0.209,11.0,-11.917,1.0,0.223,0.587,0.0,0.119,0.216,169.316
0.347,0.209,11.0,-11.152,1.0,0.0273,0.893,0.00287,0.138,0.0735,82.878
0.51,0.184,0.0,-15.293,1.0,0.0577,0.882,8.27e-05,0.111,0.217,119.791
0.515,0.451,4.0,-10.118,0.0,0.0302,0.843,0.0572,0.161,0.468,80.965
0.595,0.335,1.0,-11.715,1.0,0.0432,0.771,1.14e-05,0.0847,0.218,109.882
0.548,0.376,5.0,-8.666,1.0,0.0259,0.373,0.0,0.0908,0.325,76.002
0.441,0.511,4.0,-7.697,1.0,0.0278,0.109,3.66e-05,0.297,0.431,80.676
0.397,0.203,0.0,-15.203,1.0,0.0387,0.776,1.01e-05,0.224,0.0617,119.281
0.54,0.585,4.0,-6.964,1.0,0.029,0.147,0.0542,0.128,0.655,93.965
0.298,0.264,1.0,-9.47,1.0,0.0313,0.787,0.0,0.144,0.195,91.143
0.629,0.217,6.0,-12.67,1.0,0.0322,0.771,1.4e-06,0.114,0.271,115.664
0.37,0.572,5.0,-6.786,0.0,0.0297,0.302,0.0,0.117,0.767,164.119
0.519,0.422,3.0,-4.868,1.0,0.0298,0.851,0.0,0.119,0.566,113.307
0.7,0.131,1.0,-20.925,1.0,0.0695,0.852,6.88e-06,0.0701,0.141,95.07
0.611,0.39,10.0,-9.43,1.0,0.0286,0.806,0.000128,0.113,0.357,98.031
0.706,0.5,2.0,-9.532,1.0,0.0318,0.505,0.0,0.163,0.506,105.926
0.75,0.416,1.0,-12.561,1.0,0.0615,0.229,6.76e-05,0.0783,0.706,154.04
0.776,0.675,6.0,-6.652,1.0,0.0599,0.197,3.1e-06,0.0524,0.719,100.087
0.692,0.79,7.0,-7.378,1.0,0.0288,0.0259,0.000583,0.0694,0.931,117.992
0.398,0.29,7.0,-7.954,1.0,0.0289,0.893,1.48e-05,0.0908,0.263,72.926
0.467,0.335,7.0,-8.586,1.0,0.0485,0.804,0.0,0.109,0.221,107.657
0.478,0.178,0.0,-14.914,1.0,0.0594,0.865,2.34e-05,0.201,0.458,149.633
0.604,0.599,8.0,-5.722,0.0,0.0308,0.593,0.0,0.135,0.371,133.909
0.562,0.197,5.0,-12.295,1.0,0.0408,0.943,0.00201,0.159,0.246,76.886
0.387,0.389,11.0,-11.041,1.0,0.0732,0.799,0.213,0.107,0.34,193.31
0.552,0.245,9.0,-14.113,1.0,0.0347,0.914,0.0282,0.116,0.394,110.169
0.509,0.434,0.0,-7.521,1.0,0.0279,0.455,0.0,0.27,0.461,84.98
0.363,0.112,1.0,-13.299,1.0,0.0394,0.95,5.82e-06,0.107,0.331,73.753
0.545,0.379,10.0,-11.799,1.0,0.0262,0.759,2.11e-05,0.153,0.31,97.882
0.542,0.506,5.0,-8.225,1.0,0.0571,0.0268,8.23e-05,0.129,0.365,101.559
0.338,0.267,9.0,-9.605,1.0,0.0337,0.922,0.00792,0.112,0.225,204.938
0.616,0.573,0.0,-7.133,1.0,0.0393,0.347,1.38e-06,0.104,0.26,163.987
0.312,0.643,5.0,-8.316,1.0,0.0329,0.444,0.909,0.111,0.5,164.812
0.489,0.475,9.0,-11.012,1.0,0.0266,0.27,0.0075,0.122,0.46,107.873
0.391,0.549,10.0,-5.189,1.0,0.0275,0.394,0.0,0.134,0.236,91.929
0.398,0.451,10.0,-8.084,1.0,0.0375,0.779,0.0,0.0833,0.252,97.54
0.512,0.294,7.0,-12.574,1.0,0.0301,0.887,0.00271,0.0948,0.327,110.008
0.353,0.345,7.0,-9.364,0.0,0.0297,0.89,5.6e-05,0.204,0.416,121.168
0.28,0.464,9.0,-8.57,0.0,0.0379,0.2,0.0,0.156,0.349,170.302
0.439,0.715,3.0,-7.726,1.0,0.0353,0.133,0.0014,0.0921,0.42,151.946
0.56,0.936,3.0,-5.835,1.0,0.0439,0.00847,0.0,0.161,0.371,112.96
0.774,0.75,11.0,-4.927,0.0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015
0.609,0.617,9.0,-7.091,1.0,0.0307,0.0994,0.00404,0.118,0.543,128.903
0.45,0.656,2.0,-7.049,1.0,0.0472,0.664,3.02e-06,0.259,0.782,106.61
0.551,0.643,4.0,-13.091,1.0,0.0353,0.00313,0.00385,0.421,0.514,128.661
0.887,0.48,11.0,-11.994,1.0,0.117,0.0094,3.58e-05,0.0662,0.607,95.846
0.258,0.168,5.0,-29.232,1.0,0.054,0.993,0.905,0.111,0.493,166.023
0.182,0.00841,11.0,-32.391,1.0,0.0411,0.994,0.903,0.0898,0.239,89.064
0.419,0.00826,5.0,-32.189,1.0,0.0369,0.993,0.881,0.0812,0.368,71.484
0.415,0.00179,10.0,-33.759,1.0,0.0469,0.994,0.944,0.126,0.0782,109.399
0.322,0.0343,8.0,-27.406,1.0,0.0444,0.995,0.95,0.106,0.312,178.422
0.27,0.0027,5.0,-26.207,1.0,0.045,0.993,0.913,0.127,0.4,168.958
0.35,0.0308,5.0,-30.265,1.0,0.0304,0.992,0.873,0.0998,0.132,105.971
0.414,0.0656,7.0,-29.947,0.0,0.0328,0.995,0.942,0.118,0.179,106.375
0.382,0.0288,4.0,-29.138,1.0,0.0425,0.995,0.935,0.0957,0.286,115.364
0.39,0.118,5.0,-26.558,0.0,0.0291,0.989,0.939,0.105,0.262,92.678
0.285,0.0197,3.0,-33.754,1.0,0.0314,0.994,0.889,0.106,0.474,92.407
0.27,0.0083,5.0,-30.604,1.0,0.039,0.993,0.921,0.0984,0.234,75.139
0.421,0.114,0.0,-31.262,1.0,0.0488,0.995,0.957,0.122,0.35,131.188
0.212,0.0188,2.0,-27.785,1.0,0.0449,0.993,0.947,0.0972,0.13,208.189
0.472,0.0393,9.0,-32.895,1.0,0.0428,0.99,0.931,0.0879,0.395,94.503
0.407,0.00803,3.0,-23.868,1.0,0.0649,0.991,0.948,0.0993,0.154,81.958
0.291,0.0181,1.0,-34.346,0.0,0.0365,0.995,0.902,0.103,0.47,80.091
0.419,0.00546,2.0,-22.497,1.0,0.0524,0.969,0.956,0.107,0.15,70.361
0.331,0.00622,2.0,-27.575,0.0,0.0491,0.991,0.897,0.0889,0.061,68.026
0.284,0.0708,3.0,-26.969,1.0,0.0469,0.989,0.952,0.104,0.139,106.537
0.358,0.0279,11.0,-29.69,1.0,0.0369,0.991,0.92,0.102,0.0789,90.275
0.472,0.0101,10.0,-33.683,1.0,0.044,0.993,0.924,0.0898,0.384,63.534
0.287,0.00747,5.0,-32.05,0.0,0.0382,0.995,0.871,0.0871,0.158,69.342
0.454,0.0619,0.0,-29.3,1.0,0.035,0.984,0.941,0.11,0.2,95.39
0.23,0.0126,5.0,-28.746,1.0,0.0401,0.99,0.898,0.158,0.131,79.525
0.366,0.0161,5.0,-27.355,1.0,0.0632,0.992,0.951,0.11,0.171,49.668
0.47,0.0398,3.0,-24.74,1.0,0.0528,0.992,0.92,0.107,0.183,116.542
0.167,0.0142,7.0,-30.913,0.0,0.0478,0.994,0.952,0.14,0.144,66.794
0.396,0.0181,8.0,-31.202,1.0,0.0439,0.995,0.931,0.0989,0.393,129.868
0.583,0.0898,7.0,-26.106,1.0,0.0336,0.994,0.961,0.103,0.337,113.186
0.507,0.0142,3.0,-30.066,1.0,0.0574,0.989,0.964,0.087,0.242,82.543
0.354,0.0423,0.0,-27.243,1.0,0.0334,0.981,0.923,0.105,0.103,93.35
0.239,0.023,4.0,-29.718,1.0,0.0428,0.989,0.904,0.098,0.13,82.264
0.41,0.03,1.0,-29.774,1.0,0.0476,0.984,0.891,0.105,0.265,136.828
0.3,0.0228,0.0,-35.038,1.0,0.0379,0.992,0.933,0.101,0.207,74.005
0.612,0.0491,9.0,-24.616,1.0,0.0354,0.994,0.939,0.0896,0.476,122.172
0.397,0.0233,5.0,-21.633,1.0,0.0513,0.994,0.954,0.113,0.184,130.02
0.398,0.0427,7.0,-25.052,1.0,0.0454,0.991,0.805,0.109,0.275,122.15
0.279,0.0235,4.0,-35.374,1.0,0.0327,0.99,0.941,0.0982,0.135,175.59
0.442,0.0399,2.0,-29.085,1.0,0.0423,0.994,0.914,0.101,0.232,95.095
0.422,0.0221,0.0,-33.99,1.0,0.0384,0.995,0.931,0.114,0.455,106.958
0.434,0.034,5.0,-32.416,1.0,0.0345,0.994,0.931,0.139,0.189,79.796
0.279,0.0531,5.0,-27.145,1.0,0.0667,0.994,0.807,0.0939,0.511,204.426
0.326,0.058,3.0,-26.438,1.0,0.037,0.991,0.946,0.107,0.179,94.49
0.393,0.0193,9.0,-29.657,1.0,0.0562,0.992,0.956,0.0916,0.0376,65.856
0.358,0.0292,3.0,-25.436,1.0,0.0343,0.987,0.897,0.115,0.0386,67.171
0.515,0.0759,6.0,-27.602,1.0,0.0277,0.991,0.938,0.105,0.398,96.981
0.281,0.0333,6.0,-31.46,1.0,0.0348,0.994,0.959,0.0995,0.169,90.25
0.32,0.00892,8.0,-29.206,1.0,0.0532,0.996,0.919,0.11,0.338,91.366
0.455,0.022,7.0,-25.372,0.0,0.057,0.994,0.925,0.109,0.259,74.668
0.413,0.0905,8.0,-31.306,1.0,0.0455,0.962,0.941,0.113,0.453,122.064
0.5,0.0398,3.0,-28.937,1.0,0.0541,0.993,0.934,0.115,0.158,72.783
0.395,0.0521,2.0,-20.773,1.0,0.0516,0.985,0.946,0.0976,0.0509,71.52
0.263,0.0605,0.0,-27.481,0.0,0.0461,0.99,0.89,0.107,0.201,74.723
0.375,0.114,6.0,-24.786,0.0,0.0573,0.995,0.964,0.098,0.379,89.403
0.313,0.0229,1.0,-26.35,1.0,0.0288,0.985,0.938,0.107,0.065,64.387
0.237,0.0082,0.0,-30.464,0.0,0.0426,0.995,0.925,0.0993,0.262,206.236
0.487,0.0383,5.0,-24.883,1.0,0.0467,0.987,0.933,0.0942,0.24,67.829
0.434,0.0142,3.0,-29.944,1.0,0.0476,0.994,0.908,0.108,0.173,111.854
0.501,0.0434,10.0,-28.85,0.0,0.0503,0.995,0.948,0.115,0.237,110.049
0.492,0.0221,4.0,-26.235,1.0,0.0564,0.992,0.947,0.152,0.107,65.191
0.446,0.0241,9.0,-25.927,1.0,0.0605,0.996,0.951,0.0961,0.11,134.483
0.409,0.00926,5.0,-23.556,1.0,0.0403,0.99,0.911,0.106,0.176,73.085
0.242,0.00627,3.0,-28.104,1.0,0.0409,0.992,0.897,0.102,0.217,74.7
0.314,0.0252,1.0,-29.52,0.0,0.0389,0.984,0.88,0.125,0.0966,95.683
0.51,0.00676,6.0,-29.957,1.0,0.0429,0.993,0.94,0.102,0.423,70.478
0.396,0.0186,5.0,-24.95,0.0,0.0631,0.994,0.968,0.104,0.187,80.579
0.527,0.0968,7.0,-29.574,0.0,0.0487,0.994,0.926,0.112,0.326,125.462
0.475,0.0204,1.0,-31.054,1.0,0.0588,0.996,0.96,0.0982,0.322,129.486
0.639,0.0808,2.0,-29.056,1.0,0.0638,0.995,0.932,0.106,0.384,77.538
0.429,0.00415,0.0,-31.749,1.0,0.0476,0.996,0.945,0.134,0.404,129.227
0.543,0.0302,11.0,-27.273,1.0,0.0613,0.996,0.945,0.103,0.518,134.689
0.36,0.0156,4.0,-29.77,1.0,0.0427,0.993,0.883,0.106,0.183,108.579
0.5,0.0314,1.0,-29.274,1.0,0.0437,0.995,0.928,0.0894,0.194,132.218
0.535,0.0206,3.0,-25.582,1.0,0.0614,0.994,0.931,0.108,0.356,48.36
0.46,0.0073,1.0,-31.247,1.0,0.0503,0.993,0.963,0.0952,0.194,71.743
0.499,0.0204,2.0,-21.838,1.0,0.0895,0.995,0.962,0.112,0.202,130.059
0.347,0.0183,3.0,-27.986,1.0,0.0428,0.962,0.933,0.104,0.0731,71.763
0.204,0.0125,10.0,-34.254,0.0,0.0522,0.993,0.837,0.106,0.202,84.494
0.482,0.0529,9.0,-25.338,1.0,0.0512,0.995,0.96,0.0869,0.179,65.285
0.448,0.0287,0.0,-21.633,1.0,0.0562,0.992,0.926,0.111,0.383,88.465
0.24,0.0472,7.0,-30.043,1.0,0.0454,0.993,0.917,0.0939,0.382,63.708
0.476,0.0215,1.0,-33.683,1.0,0.043,0.995,0.941,0.107,0.279,73.706
0.31,0.0466,4.0,-29.264,1.0,0.0556,0.995,0.953,0.0819,0.428,134.133
0.241,0.0167,10.0,-29.403,1.0,0.0443,0.995,0.917,0.115,0.139,204.195
0.687,0.0712,7.0,-28.0,1.0,0.0449,0.995,0.944,0.0954,0.242,58.006
0.54,0.0196,5.0,-31.963,1.0,0.0483,0.996,0.943,0.105,0.327,96.037
0.43,0.0517,10.0,-28.208,1.0,0.0388,0.995,0.92,0.118,0.329,67.693
0.307,0.0148,1.0,-31.443,1.0,0.0705,0.995,0.878,0.11,0.137,160.489
0.413,0.0433,11.0,-26.51,1.0,0.0538,0.995,0.919,0.108,0.223,62.834
0.298,0.0462,8.0,-28.427,1.0,0.04,0.98,0.941,0.125,0.28,61.299
0.367,0.123,6.0,-24.127,0.0,0.0472,0.986,0.959,0.0988,0.273,95.219
0.309,0.0259,0.0,-35.156,1.0,0.046,0.994,0.94,0.0897,0.216,114.393
0.272,0.0393,5.0,-24.088,1.0,0.0384,0.989,0.936,0.111,0.0874,68.799
0.51,0.0315,1.0,-28.376,1.0,0.0491,0.996,0.941,0.107,0.494,102.995
0.292,0.0251,3.0,-25.342,1.0,0.0398,0.992,0.94,0.111,0.168,136.0
0.353,0.00659,0.0,-25.659,1.0,0.0411,0.993,0.936,0.109,0.133,129.393
0.524,0.0338,0.0,-28.584,1.0,0.058,0.995,0.921,0.0907,0.25,111.895
0.494,0.632,5.0,-6.89,1.0,0.0342,0.682,0.0,0.0869,0.0797,147.873
0.681,0.453,7.0,-6.09,1.0,0.0278,0.263,0.0,0.0543,0.348,125.772
0.708,0.211,9.0,-9.603,0.0,0.0424,0.853,0.0,0.131,0.362,72.5
0.6,0.535,4.0,-7.043,1.0,0.107,0.648,4.7e-06,0.162,0.269,71.912
0.746,0.45,7.0,-8.543,1.0,0.0873,0.0407,0.0,0.172,0.336,95.998
0.552,0.347,6.0,-9.542,1.0,0.0303,0.79,2.15e-06,0.111,0.173,113.809
0.443,0.533,0.0,-6.548,1.0,0.0396,0.371,0.0,0.128,0.201,77.344
0.546,0.311,1.0,-10.396,1.0,0.0288,0.818,1.65e-05,0.107,0.246,147.464
0.548,0.483,4.0,-9.102,1.0,0.0268,0.515,0.0674,0.0922,0.166,159.952
0.466,0.496,1.0,-6.606,1.0,0.0302,0.626,6.22e-06,0.117,0.352,74.747
0.264,0.128,9.0,-15.443,1.0,0.034,0.885,0.352,0.105,0.0774,148.499
0.483,0.361,0.0,-7.889,1.0,0.0738,0.832,4.66e-06,0.098,0.307,171.649
0.364,0.308,4.0,-13.052,1.0,0.0402,0.895,0.0023,0.123,0.387,73.328
0.53,0.346,8.0,-10.497,1.0,0.0376,0.697,1.07e-05,0.105,0.359,121.876
0.697,0.551,5.0,-6.179,0.0,0.0282,0.059,0.0,0.0762,0.339,99.996
0.958,0.376,8.0,-7.063,1.0,0.0523,0.171,0.0,0.127,0.331,107.964
0.529,0.351,1.0,-12.484,1.0,0.0368,0.543,0.0,0.0851,0.529,147.815
0.648,0.607,11.0,-6.399,1.0,0.0577,0.3,0.0,0.163,0.356,154.901
0.426,0.224,6.0,-8.683,1.0,0.0391,0.948,0.0,0.112,0.399,85.728
0.55,0.415,9.0,-6.557,0.0,0.052,0.161,0.0,0.108,0.274,172.065
0.711,0.517,11.0,-7.695,1.0,0.0391,0.154,0.0,0.149,0.294,119.945
0.461,0.195,10.0,-7.301,1.0,0.0352,0.873,0.0,0.11,0.381,110.193
0.425,0.257,4.0,-8.467,1.0,0.0321,0.968,0.0181,0.115,0.341,144.479
0.584,0.465,10.0,-4.88,1.0,0.0262,0.678,0.0,0.106,0.299,95.969
0.641,0.376,7.0,-7.478,1.0,0.117,0.913,0.0,0.107,0.165,143.958
0.624,0.393,8.0,-8.916,1.0,0.0333,0.407,0.0,0.118,0.728,177.963
0.468,0.495,5.0,-6.634,1.0,0.0822,0.429,0.0,0.305,0.235,171.4
0.58,0.428,10.0,-6.398,1.0,0.0288,0.608,2.56e-06,0.117,0.147,136.835
0.774,0.466,4.0,-6.869,1.0,0.0433,0.458,0.0,0.111,0.396,97.975
0.761,0.311,5.0,-10.597,1.0,0.0692,0.647,0.0,0.15,0.553,109.891
0.671,0.463,11.0,-8.534,1.0,0.0439,0.391,0.0,0.162,0.347,85.002
0.497,0.433,9.0,-7.521,1.0,0.0278,0.377,0.0,0.099,0.357,97.856
0.367,0.189,2.0,-15.736,1.0,0.0384,0.889,0.428,0.364,0.177,156.643
0.702,0.623,0.0,-8.36,1.0,0.0417,0.322,0.0,0.0858,0.503,104.974
0.548,0.654,4.0,-4.599,1.0,0.0313,0.113,0.0,0.241,0.317,85.023
0.66,0.449,7.0,-6.573,1.0,0.0442,0.209,0.0,0.111,0.237,133.984
0.426,0.243,2.0,-14.948,1.0,0.0323,0.636,0.0349,0.103,0.243,79.633
0.645,0.486,0.0,-7.299,1.0,0.0425,0.274,0.0,0.135,0.453,72.536
0.381,0.502,1.0,-5.505,0.0,0.0368,0.16,6.98e-05,0.0842,0.147,144.3
0.234,0.414,1.0,-8.371,1.0,0.0476,0.702,0.0,0.0391,0.144,78.216
0.662,0.322,1.0,-15.115,1.0,0.0304,0.855,0.0019,0.144,0.425,115.771
0.548,0.715,0.0,-6.798,1.0,0.0511,0.143,2.21e-06,0.218,0.393,159.924
0.642,0.734,11.0,-4.979,1.0,0.103,0.117,0.0,0.104,0.3,140.085
0.58,0.36,6.0,-7.93,1.0,0.0303,0.841,6.15e-06,0.129,0.302,99.194
0.473,0.317,2.0,-10.324,1.0,0.0318,0.944,0.0124,0.11,0.132,139.899
0.576,0.303,1.0,-10.359,1.0,0.0489,0.786,0.0,0.0993,0.753,77.872
0.623,0.276,5.0,-8.893,0.0,0.0287,0.89,0.0,0.146,0.308,99.623
0.736,0.449,10.0,-7.956,0.0,0.0633,0.506,6.63e-05,0.117,0.487,147.971
0.533,0.5,7.0,-8.273,1.0,0.0481,0.772,0.0,0.112,0.14,99.77
0.363,0.12,7.0,-11.662,1.0,0.0358,0.899,2.34e-05,0.162,0.176,71.024
0.44,0.376,1.0,-11.798,1.0,0.0337,0.764,0.00169,0.118,0.309,97.778
0.681,0.34,7.0,-8.617,1.0,0.0339,0.82,0.0,0.285,0.417,129.98
0.618,0.292,7.0,-10.826,0.0,0.0422,0.756,0.0,0.114,0.486,144.963
0.413,0.272,1.0,-11.568,1.0,0.0317,0.945,0.0271,0.112,0.354,109.687
0.69,0.582,5.0,-6.259,0.0,0.0333,0.358,0.0,0.0776,0.448,122.02
0.675,0.604,1.0,-6.266,1.0,0.193,0.752,0.0,0.111,0.456,168.034
0.369,0.42,2.0,-5.314,1.0,0.0384,0.755,0.0,0.121,0.257,145.864
0.662,0.384,6.0,-12.634,1.0,0.0281,0.775,0.0565,0.117,0.261,128.992
0.581,0.225,6.0,-12.764,0.0,0.0333,0.923,0.000216,0.117,0.373,87.12
0.689,0.491,9.0,-6.042,1.0,0.0317,0.711,0.0,0.172,0.868,90.011
0.683,0.346,0.0,-9.475,1.0,0.0785,0.682,0.0,0.278,0.457,129.682
0.803,0.449,11.0,-6.861,1.0,0.0745,0.443,3.32e-05,0.127,0.655,90.077
0.562,0.304,9.0,-9.504,0.0,0.0595,0.846,1.34e-06,0.1,0.128,123.078
0.488,0.141,9.0,-16.96,1.0,0.035,0.949,0.00153,0.0929,0.225,105.01
0.757,0.381,1.0,-7.573,1.0,0.0381,0.578,0.0,0.104,0.527,84.989
0.533,0.454,2.0,-8.366,1.0,0.161,0.456,0.0,0.237,0.203,148.177
0.536,0.426,7.0,-10.446,1.0,0.123,0.64,5.88e-06,0.147,0.375,135.872
0.627,0.213,10.0,-12.634,1.0,0.0349,0.877,0.0,0.204,0.18,92.054
0.36,0.348,0.0,-9.107,1.0,0.0392,0.809,0.0,0.172,0.307,180.053
0.502,0.413,4.0,-7.373,1.0,0.039,0.872,0.0,0.213,0.474,175.507
0.535,0.297,6.0,-6.043,1.0,0.0665,0.653,0.0,0.118,0.0492,147.569
0.521,0.265,1.0,-18.229,1.0,0.0319,0.961,0.133,0.0676,0.392,77.519
0.799,0.373,7.0,-8.999,1.0,0.0558,0.259,0.0,0.166,0.534,98.035
0.67,0.396,5.0,-7.967,1.0,0.03,0.256,0.0,0.112,0.358,77.988
0.433,0.267,7.0,-10.419,1.0,0.0469,0.681,0.0,0.0811,0.255,93.072
0.496,0.639,6.0,-6.157,1.0,0.055,0.28,0.0,0.0975,0.305,147.764
0.692,0.251,6.0,-7.858,1.0,0.034,0.5,0.0,0.0996,0.339,96.551
0.517,0.525,9.0,-7.494,0.0,0.0492,0.217,0.0,0.107,0.478,170.049
0.612,0.107,0.0,-15.867,1.0,0.0302,0.936,0.0,0.109,0.637,78.393
0.604,0.507,0.0,-7.928,1.0,0.0382,0.273,2.27e-06,0.0943,0.114,91.984
0.434,0.323,8.0,-7.979,1.0,0.0325,0.183,0.0,0.108,0.375,159.909
0.419,0.113,2.0,-15.591,1.0,0.0458,0.943,0.000654,0.139,0.534,160.121
0.512,0.367,0.0,-9.882,1.0,0.0512,0.268,0.0,0.432,0.493,74.847
